order_id,user_id,order_date,revenue
134,1022,2025-03-13 08:00:00,3705.97
135,1029,2025-01-05 16:00:00,1049.46
136,1036,2025-10-01 05:00:00,2992.83
137,1038,2025-08-24 23:00:00,283.53
138,1039,2025-09-29 03:00:00,2114.65
139,1045,2025-01-12 06:00:00,3428.19
140,1046,2025-12-09 03:00:00,4281.83
141,1062,2025-12-25 10:00:00,4755.27
142,1065,2025-05-30 09:00:00,4190.6
143,1075,2025-03-16 04:00:00,3711.81
144,1093,2025-05-05 00:00:00,4355.91
145,1095,2025-12-24 08:00:00,3243.18
146,1101,2026-01-02 09:00:00,1672.22
147,1103,2025-07-06 11:00:00,1469.4
148,1106,2025-05-24 00:00:00,676.19
149,1112,2025-06-29 17:00:00,1221.6
150,1113,2025-05-15 18:00:00,4946.86
151,1131,2025-11-01 19:00:00,1743.53
152,1139,2025-04-27 16:00:00,3505.09
153,1150,2025-04-05 09:00:00,2248.29
154,1152,2025-02-24 08:00:00,2117.3
155,1155,2025-10-28 18:00:00,4537.79
156,1156,2025-08-05 12:00:00,1156.22
157,1162,2025-04-28 00:00:00,1987.61
158,1191,2025-01-29 05:00:00,2671.59
159,1196,2025-06-30 17:00:00,2018.79
160,1200,2025-06-10 14:00:00,1583.52
161,1214,2025-11-26 19:00:00,1284.91
162,1225,2025-10-20 10:00:00,1714.72
163,1226,2025-05-29 20:00:00,4671.99
164,1227,2025-01-21 23:00:00,443.01
165,1251,2025-01-12 18:00:00,4475.44
166,1256,2025-09-18 07:00:00,1479.12
167,1259,2025-09-11 05:00:00,1367.87
168,1269,2025-04-04 00:00:00,1329.99
169,1271,2025-10-16 20:00:00,4438.99
170,1274,2025-06-21 02:00:00,4731.56
171,1275,2025-07-04 01:00:00,4421.8
172,1280,2025-09-22 23:00:00,1786.19
173,1284,2025-06-01 03:00:00,3861.05
174,1290,2025-01-06 15:00:00,904.46
175,1291,2025-11-04 14:00:00,4706.94
176,1296,2025-05-05 15:00:00,1954.13
177,1299,2025-10-27 13:00:00,523.29
178,1305,2025-12-10 09:00:00,1749.2
179,1315,2025-08-14 12:00:00,2687.52
180,1317,2025-04-27 07:00:00,4027.72
181,1321,2025-02-13 21:00:00,309.36
182,1327,2025-10-11 14:00:00,332.06
183,1333,2025-04-12 02:00:00,906.67
184,1334,2025-08-05 21:00:00,2012.64
185,1346,2025-06-15 13:00:00,4478.09
186,1349,2025-04-04 00:00:00,4487.5
187,1365,2025-05-08 19:00:00,237.56
188,1367,2025-03-11 05:00:00,4547.88
189,1369,2025-11-08 01:00:00,2738.85
190,1372,2025-11-05 05:00:00,650.73
191,1377,2025-06-02 18:00:00,2951.64
192,1397,2025-02-11 08:00:00,2958.4
193,1406,2025-03-19 02:00:00,4951.01
194,1409,2025-01-24 12:00:00,997.37
195,1415,2025-02-02 10:00:00,4147.49
196,1423,2025-12-25 16:00:00,2240.79
197,1427,2025-02-17 15:00:00,1457.27
198,1431,2025-02-26 19:00:00,3145.8
199,1434,2025-01-19 16:00:00,3158.37
200,1442,2025-08-10 08:00:00,271.46
201,1467,2025-11-14 16:00:00,440.78
202,1471,2025-04-14 23:00:00,4606.35
203,1480,2025-05-13 23:00:00,3876.18
204,1490,2025-06-17 08:00:00,2927.34
205,1499,2025-10-01 15:00:00,3818.89
206,1511,2025-09-30 03:00:00,613.81
207,1514,2025-10-01 15:00:00,3277.51
208,1519,2025-01-06 02:00:00,2215.75
209,1520,2025-05-28 19:00:00,2471.08
210,1535,2025-10-24 16:00:00,4123.31
211,1536,2025-11-16 01:00:00,4353.98
212,1542,2025-08-14 23:00:00,3633.62
213,1549,2025-06-03 04:00:00,1117.34
214,1559,2025-09-02 08:00:00,1890.65
215,1566,2025-08-08 23:00:00,4874.39
216,1570,2025-01-26 13:00:00,2521.1
217,1578,2025-01-05 18:00:00,3270.72
218,1581,2025-10-01 19:00:00,3728.06
219,1588,2025-09-26 05:00:00,1693.86
220,1591,2025-05-09 02:00:00,1705.28
221,1596,2025-12-05 08:00:00,2012.03
222,1615,2025-02-16 02:00:00,809.26
223,1617,2025-08-15 12:00:00,4005.87
224,1627,2025-12-19 17:00:00,3478.59
225,1631,2025-08-09 09:00:00,3525.57
226,1647,2025-12-25 07:00:00,2753.71
227,1655,2025-11-11 12:00:00,2523.71
228,1663,2025-03-24 07:00:00,3735.65
229,1677,2025-12-29 05:00:00,2630.2
230,1678,2025-08-14 17:00:00,2293.15
231,1691,2025-08-16 01:00:00,359.49
232,1692,2025-02-14 03:00:00,3410.49
233,1704,2025-05-06 03:00:00,1720.06
234,1713,2025-09-09 22:00:00,1715.26
235,1715,2025-01-13 07:00:00,4289.81
236,1733,2025-06-27 09:00:00,4733.51
237,1742,2025-11-04 00:00:00,1414.6
238,1753,2025-10-16 00:00:00,2827.61
239,1754,2025-10-09 11:00:00,4193.6
240,1759,2025-01-29 19:00:00,2259.47
241,1773,2025-01-29 10:00:00,2732.26
242,1774,2025-11-17 00:00:00,2895.61
243,1776,2025-01-22 05:00:00,1292.35
244,1796,2025-10-07 06:00:00,2090.61
245,1797,2025-11-23 11:00:00,380.67
246,1799,2025-04-08 08:00:00,3705.67
247,1804,2025-08-07 15:00:00,4612.96
248,1806,2025-04-15 14:00:00,975.25
249,1812,2025-03-19 21:00:00,4735.5
250,1813,2025-02-19 04:00:00,1180.09
251,1815,2025-03-29 05:00:00,3453.17
252,1818,2025-04-08 00:00:00,3165.13
253,1839,2025-04-24 04:00:00,1096.56
254,1850,2025-07-28 21:00:00,261.5
255,1851,2025-09-27 07:00:00,2669.0
256,1861,2025-03-30 07:00:00,1117.16
257,1864,2025-01-28 02:00:00,4313.99
258,1881,2025-12-25 07:00:00,4240.33
259,1883,2025-08-12 10:00:00,702.56
260,1885,2025-11-10 15:00:00,658.84
261,1891,2025-07-31 01:00:00,673.79
262,1899,2025-07-22 14:00:00,4860.4
263,1904,2025-12-26 23:00:00,386.6
264,1916,2025-06-05 20:00:00,3163.56
265,1917,2025-02-21 13:00:00,1951.42
266,1919,2025-04-10 00:00:00,4159.17
267,1921,2025-09-13 16:00:00,4616.39
268,1936,2025-01-22 18:00:00,2157.33
269,1942,2025-01-12 19:00:00,4354.0
270,1953,2025-11-16 10:00:00,1739.25
271,1961,2025-11-24 23:00:00,305.81
272,1967,2025-08-24 09:00:00,2866.61
273,1974,2025-07-19 10:00:00,1095.84
274,1975,2025-05-02 02:00:00,568.88
275,1985,2025-10-10 10:00:00,3072.66
276,1988,2025-01-02 03:00:00,2303.22
277,1991,2025-10-13 19:00:00,4245.0
278,2001,2025-06-09 20:00:00,440.55
279,2004,2025-09-14 20:00:00,1449.93
280,2013,2025-02-11 21:00:00,1078.49
281,2015,2025-09-03 21:00:00,977.68
282,2021,2025-01-15 14:00:00,4892.89
283,2029,2025-08-11 22:00:00,4939.06
284,2032,2025-07-10 07:00:00,1922.73
285,2038,2025-12-12 07:00:00,1403.06
286,2040,2025-05-07 04:00:00,3827.01
287,2044,2025-08-24 17:00:00,1167.39
288,2047,2025-05-17 10:00:00,2527.21
289,2053,2025-04-01 19:00:00,1478.73
290,2055,2025-10-19 19:00:00,2784.12
291,2061,2025-06-02 00:00:00,3999.45
292,2083,2025-03-20 09:00:00,2978.36
293,2084,2025-06-12 05:00:00,4899.29
294,2086,2025-04-04 21:00:00,1364.82
295,2089,2025-03-17 11:00:00,1233.61
296,2095,2025-04-17 07:00:00,4830.51
297,2104,2025-05-15 17:00:00,4063.23
298,2109,2025-05-29 22:00:00,3285.73
299,2115,2025-04-06 11:00:00,1478.5
300,2140,2025-10-01 05:00:00,2084.01
301,2146,2025-01-27 11:00:00,2709.0
302,2162,2025-12-08 05:00:00,1152.41
303,2171,2025-04-20 00:00:00,4082.46
304,2181,2025-12-20 07:00:00,1852.7
305,2205,2025-10-03 13:00:00,3580.92
306,2220,2025-01-23 06:00:00,3871.84
307,2225,2025-12-15 21:00:00,1858.98
308,2227,2025-06-20 09:00:00,987.64
309,2234,2025-06-14 23:00:00,3267.22
310,2244,2025-03-23 14:00:00,2491.74
311,2247,2025-11-18 12:00:00,3543.18
312,2252,2025-11-21 01:00:00,2831.68
313,2262,2025-08-11 22:00:00,4796.57
314,2267,2025-04-26 06:00:00,1016.75
315,2271,2025-12-23 04:00:00,3337.73
316,2292,2025-03-06 07:00:00,1149.35
317,2294,2025-12-10 05:00:00,573.63
318,2303,2025-12-24 13:00:00,686.25
319,2311,2025-10-21 13:00:00,3423.28
320,2312,2025-11-05 17:00:00,852.09
321,2319,2025-01-14 23:00:00,430.34
322,2321,2025-05-21 17:00:00,4200.13
323,2322,2025-01-05 19:00:00,4947.73
324,2335,2025-11-22 21:00:00,4759.84
325,2339,2025-04-02 08:00:00,3892.79
326,2349,2025-04-28 21:00:00,2918.03
327,2351,2025-03-14 03:00:00,1393.73
328,2355,2025-09-13 03:00:00,364.54
329,2375,2025-10-21 17:00:00,2584.96
330,2378,2025-06-14 04:00:00,1281.25
331,2381,2025-12-10 08:00:00,1730.1
332,2383,2025-01-22 07:00:00,3553.46
333,2392,2025-10-01 04:00:00,2185.44
334,2403,2025-12-04 21:00:00,3046.21
335,2422,2025-05-29 23:00:00,959.7
336,2437,2025-06-29 18:00:00,3388.97
337,2443,2025-11-29 10:00:00,3075.6
338,2446,2025-09-23 00:00:00,2360.9
339,2452,2025-04-15 06:00:00,332.62
340,2468,2025-01-15 02:00:00,2498.38
341,2477,2025-08-12 03:00:00,3188.11
342,2486,2025-08-08 17:00:00,4333.07
343,2490,2025-12-09 19:00:00,4635.97
344,2491,2025-06-27 06:00:00,1090.1
345,2499,2025-05-03 01:00:00,3680.06
346,2509,2025-08-27 07:00:00,3250.13
347,2518,2025-05-06 21:00:00,3445.8
348,2526,2025-08-31 08:00:00,297.96
349,2545,2025-12-05 16:00:00,452.02
350,2552,2025-05-16 00:00:00,4444.25
351,2554,2025-10-08 02:00:00,4619.31
352,2555,2025-08-27 12:00:00,2591.65
353,2558,2025-05-25 12:00:00,2919.64
354,2559,2025-08-05 03:00:00,2606.96
355,2565,2025-12-22 02:00:00,2220.42
356,2571,2025-08-15 01:00:00,289.66
357,2575,2025-09-18 12:00:00,2663.51
358,2578,2025-02-18 23:00:00,3589.45
359,2583,2025-06-24 13:00:00,1980.67
360,2587,2025-09-18 10:00:00,4062.17
361,2597,2025-12-23 08:00:00,223.89
362,2609,2025-05-05 15:00:00,3847.57
363,2617,2025-05-07 10:00:00,4911.96
364,2619,2025-08-15 16:00:00,1933.75
365,2625,2025-06-07 03:00:00,2653.88
366,2632,2025-06-04 10:00:00,4469.27
367,2637,2025-04-01 21:00:00,3778.71
368,2639,2025-08-26 16:00:00,4212.52
369,2653,2025-10-13 10:00:00,3090.05
370,2670,2025-05-20 12:00:00,228.42
371,2680,2025-08-17 03:00:00,4010.36
372,2690,2025-01-15 16:00:00,3937.48
373,2697,2025-08-04 16:00:00,3917.3
374,2708,2025-07-10 01:00:00,534.73
375,2712,2025-01-28 13:00:00,224.89
376,2719,2026-01-01 12:00:00,4803.3
377,2720,2025-07-29 05:00:00,1300.14
378,2728,2025-03-16 07:00:00,897.95
379,2730,2025-08-11 18:00:00,1876.34
380,2731,2025-01-17 16:00:00,3760.58
381,2736,2025-07-06 21:00:00,4157.74
382,2749,2025-06-04 19:00:00,4142.81
383,2795,2025-12-20 21:00:00,2479.22
384,2801,2025-02-25 11:00:00,984.1
385,2818,2025-10-23 18:00:00,4777.64
386,2832,2025-03-27 23:00:00,2784.69
387,2843,2025-05-04 07:00:00,2229.46
388,2846,2025-04-20 22:00:00,4627.66
389,2853,2025-08-18 22:00:00,668.58
390,2904,2025-04-14 13:00:00,470.42
391,2909,2025-12-12 06:00:00,4821.69
392,2913,2025-04-30 04:00:00,3902.55
393,2921,2025-04-04 05:00:00,1024.98
394,2932,2025-02-02 01:00:00,1684.82
395,2939,2025-08-28 12:00:00,2296.49
396,2946,2025-06-24 13:00:00,1916.77
397,2947,2025-03-01 18:00:00,1657.5
398,2953,2025-02-17 22:00:00,3835.23
399,2955,2025-02-14 15:00:00,1377.3
400,2959,2025-10-14 06:00:00,2350.36
401,2964,2025-09-26 02:00:00,3417.45
402,2965,2025-09-30 17:00:00,2446.63
403,2973,2025-02-24 13:00:00,2163.06
404,2976,2025-08-02 03:00:00,1974.63
405,2977,2025-02-13 11:00:00,4199.58
406,2980,2025-09-28 05:00:00,3774.45
407,2986,2026-01-01 15:00:00,284.56
408,2987,2025-02-12 13:00:00,3354.39
409,2989,2025-05-14 08:00:00,2074.01
410,2996,2025-09-07 23:00:00,4208.93
411,3005,2025-04-23 15:00:00,1158.28
412,3009,2025-06-19 04:00:00,2660.73
413,3025,2025-08-18 04:00:00,4318.4
414,3033,2025-08-07 10:00:00,908.8
415,3035,2025-08-21 15:00:00,3622.88
416,3038,2025-10-20 13:00:00,4254.77
417,3048,2025-11-07 20:00:00,4356.97
418,3049,2025-12-05 03:00:00,412.25
419,3050,2025-11-14 18:00:00,1253.87
420,3058,2025-05-27 05:00:00,1328.94
421,3078,2025-01-09 21:00:00,3845.37
422,3089,2025-02-14 03:00:00,3445.0
423,3105,2025-04-17 03:00:00,262.32
424,3108,2025-02-05 01:00:00,2566.44
425,3112,2025-03-29 21:00:00,2413.83
426,3118,2025-08-08 10:00:00,385.23
427,3122,2025-10-04 03:00:00,4793.01
428,3125,2025-06-24 21:00:00,4019.17
429,3137,2025-10-16 13:00:00,2433.35
430,3139,2025-11-20 00:00:00,3250.14
431,3148,2025-08-14 18:00:00,1952.88
432,3150,2025-07-21 16:00:00,607.96
433,3151,2025-03-14 00:00:00,1520.15
434,3156,2025-04-25 10:00:00,3427.07
435,3166,2025-02-11 06:00:00,3013.28
436,3168,2025-03-06 16:00:00,2322.94
437,3179,2025-02-10 08:00:00,3807.03
438,3182,2025-01-13 16:00:00,3539.37
439,3193,2025-11-06 06:00:00,3045.37
440,3214,2025-09-19 18:00:00,3886.7
441,3217,2025-09-23 14:00:00,2507.14
442,3234,2025-09-02 11:00:00,2594.7
443,3240,2025-02-24 06:00:00,2467.99
444,3275,2025-02-19 17:00:00,2871.75
445,3278,2025-04-21 16:00:00,1470.77
446,3285,2025-10-31 03:00:00,2583.81
447,3290,2025-06-08 19:00:00,3666.57
448,3291,2025-12-20 20:00:00,1174.4
449,3293,2025-12-14 00:00:00,3691.29
450,3302,2025-06-18 07:00:00,4318.58
451,3305,2025-06-03 11:00:00,3137.92
452,3306,2025-08-31 10:00:00,759.46
453,3308,2025-04-26 00:00:00,1430.74
454,3335,2025-10-29 21:00:00,3369.63
455,3343,2025-12-25 22:00:00,4586.69
456,3348,2025-08-14 00:00:00,3024.97
457,3353,2025-04-20 23:00:00,364.37
458,3356,2025-03-17 23:00:00,2174.34
459,3360,2026-01-02 16:00:00,2703.68
460,3364,2025-06-10 08:00:00,2414.56
461,3373,2025-06-17 04:00:00,3683.35
462,3378,2025-10-22 10:00:00,1009.68
463,3394,2025-11-29 06:00:00,2698.34
464,3406,2025-02-20 09:00:00,2742.76
465,3458,2025-04-08 01:00:00,968.54
466,3481,2025-06-17 05:00:00,4977.11
467,3493,2025-06-04 12:00:00,491.09
468,3510,2025-07-07 22:00:00,2773.48
469,3514,2025-03-18 05:00:00,2991.78
470,3517,2025-07-14 08:00:00,3099.63
471,3526,2025-09-20 15:00:00,507.38
472,3535,2025-08-16 16:00:00,2550.57
473,3538,2025-05-28 11:00:00,3901.59
474,3540,2025-10-23 17:00:00,4952.46
475,3542,2025-11-27 18:00:00,2866.88
476,3549,2025-12-20 04:00:00,2816.8
477,3550,2025-08-03 17:00:00,1724.53
478,3552,2025-11-23 20:00:00,206.7
479,3556,2025-05-13 11:00:00,2954.71
480,3563,2025-07-05 13:00:00,3257.28
481,3564,2025-10-17 15:00:00,4068.75
482,3569,2025-01-21 20:00:00,1829.4
483,3579,2025-01-30 10:00:00,3501.94
484,3588,2025-07-24 11:00:00,4225.46
485,3593,2025-07-21 03:00:00,2639.07
486,3595,2025-04-21 05:00:00,1140.31
487,3599,2025-09-23 16:00:00,4272.13
488,3600,2025-12-26 12:00:00,3605.87
489,3604,2025-09-18 20:00:00,4677.27
490,3608,2025-02-20 00:00:00,3025.61
491,3613,2025-01-17 12:00:00,3279.39
492,3614,2025-03-13 14:00:00,2305.89
493,3622,2025-01-21 19:00:00,1122.97
494,3626,2025-10-29 04:00:00,1479.08
495,3647,2025-12-05 23:00:00,2905.34
496,3656,2025-06-15 01:00:00,3068.12
497,3666,2025-03-07 11:00:00,2364.13
498,3674,2025-05-14 23:00:00,3627.24
499,3679,2025-03-24 15:00:00,3223.03
500,3681,2025-12-17 05:00:00,1583.71
501,3687,2025-08-05 16:00:00,461.32
502,3689,2025-04-03 07:00:00,4599.79
503,3699,2025-04-18 09:00:00,3354.85
504,3707,2025-03-28 17:00:00,2052.76
505,3708,2025-06-27 09:00:00,4208.93
506,3711,2025-03-02 07:00:00,2432.05
507,3716,2025-08-11 01:00:00,4380.96
508,3721,2025-08-27 02:00:00,2785.6
509,3725,2026-01-02 18:00:00,3780.76
510,3733,2025-08-02 01:00:00,1760.7
511,3734,2025-05-22 22:00:00,339.4
512,3735,2025-10-25 06:00:00,2800.08
513,3739,2025-12-31 08:00:00,2916.42
514,3745,2025-09-16 20:00:00,2556.49
515,3755,2025-05-25 02:00:00,4557.89
516,3763,2025-08-28 21:00:00,3140.42
517,3778,2025-01-23 02:00:00,581.84
518,3779,2025-09-13 06:00:00,2900.25
519,3796,2025-04-14 20:00:00,1330.63
520,3810,2025-06-24 06:00:00,2299.57
521,3812,2025-07-08 20:00:00,3111.17
522,3814,2025-08-21 00:00:00,3375.72
523,3824,2025-10-15 17:00:00,4272.06
524,3833,2025-08-14 07:00:00,2645.45
525,3845,2025-05-22 00:00:00,1205.15
526,3847,2025-04-26 18:00:00,1377.39
527,3878,2025-10-12 18:00:00,743.8
528,3887,2025-11-02 04:00:00,623.84
529,3889,2025-10-02 14:00:00,2204.67
530,3891,2025-12-29 11:00:00,361.33
531,3898,2025-04-19 15:00:00,2662.44
532,3900,2025-07-14 04:00:00,2106.65
533,3902,2025-02-23 10:00:00,3599.57
534,3903,2025-06-10 18:00:00,2575.14
535,3907,2025-09-03 13:00:00,645.68
536,3908,2025-01-10 01:00:00,1765.94
537,3914,2025-06-16 07:00:00,2839.02
538,3932,2025-01-09 13:00:00,4065.53
539,3934,2025-01-12 02:00:00,1596.53
540,3935,2025-08-31 12:00:00,664.91
541,3941,2025-12-02 09:00:00,1667.78
542,3956,2025-04-06 05:00:00,3526.1
543,3957,2025-12-01 20:00:00,3093.35
544,3973,2025-04-20 06:00:00,3591.18
545,3974,2025-10-30 04:00:00,2925.5
546,3975,2025-09-08 07:00:00,4376.57
547,3979,2025-05-26 13:00:00,3907.76
548,3981,2025-01-11 20:00:00,4377.19
549,3983,2025-04-08 23:00:00,2919.41
550,3988,2025-03-29 08:00:00,1241.16
551,3989,2025-04-02 10:00:00,1627.48
552,3992,2025-04-08 09:00:00,4972.96
553,4011,2025-06-07 21:00:00,2674.68
554,4024,2025-06-11 04:00:00,1202.38
555,4031,2025-04-07 06:00:00,1661.41
556,4032,2025-06-17 23:00:00,1186.97
557,4045,2025-04-06 19:00:00,4819.7
558,4052,2026-01-06 00:00:00,2554.44
559,4060,2025-07-19 15:00:00,2496.77
560,4081,2025-05-20 03:00:00,2420.53
561,4083,2025-10-12 19:00:00,3796.88
562,4094,2025-02-20 21:00:00,969.22
563,4096,2025-10-05 22:00:00,746.99
564,4102,2025-06-20 05:00:00,1026.95
565,4109,2025-09-13 09:00:00,2113.37
566,4114,2025-12-24 18:00:00,3141.69
567,4118,2025-06-21 02:00:00,4148.94
568,4133,2025-07-02 15:00:00,1275.18
569,4136,2025-12-02 22:00:00,3495.67
570,4141,2025-11-13 11:00:00,2345.41
571,4143,2025-02-07 07:00:00,4207.75
572,4144,2025-07-15 15:00:00,771.48
573,4153,2025-01-22 15:00:00,4295.89
574,4159,2025-10-02 17:00:00,266.17
575,4164,2025-06-16 19:00:00,1228.65
576,4165,2025-09-13 03:00:00,3391.09
577,4191,2025-07-25 01:00:00,2223.62
578,4201,2025-03-15 00:00:00,4305.46
579,4203,2025-12-11 00:00:00,3564.9
580,4207,2025-12-08 17:00:00,1089.57
581,4208,2025-03-09 04:00:00,1433.38
582,4212,2025-04-28 00:00:00,215.98
583,4217,2025-10-04 02:00:00,692.07
584,4221,2025-05-10 23:00:00,4133.0
585,4227,2025-10-03 04:00:00,482.39
586,4231,2025-08-10 22:00:00,3612.65
587,4244,2025-03-23 21:00:00,2634.45
588,4251,2025-01-25 03:00:00,2727.43
589,4254,2025-01-11 03:00:00,4252.82
590,4258,2025-03-30 10:00:00,3615.22
591,4272,2025-02-28 13:00:00,2233.01
592,4274,2025-03-18 07:00:00,4623.5
593,4283,2025-02-18 04:00:00,3362.48
594,4287,2025-03-31 02:00:00,2776.27
595,4300,2025-07-29 10:00:00,4651.34
596,4306,2025-07-29 10:00:00,3830.58
597,4308,2025-11-26 10:00:00,1238.63
598,4313,2025-06-18 21:00:00,1531.2
599,4316,2025-06-27 12:00:00,2598.88
600,4327,2025-03-20 10:00:00,239.26
601,4329,2025-01-28 11:00:00,4857.6
602,4332,2025-08-10 09:00:00,3132.58
603,4340,2025-11-26 12:00:00,4706.11
604,4357,2025-03-29 23:00:00,4010.62
605,4358,2025-06-05 13:00:00,1441.42
606,4360,2025-11-10 22:00:00,1382.16
607,4362,2025-11-19 05:00:00,2808.32
608,4364,2025-02-21 00:00:00,828.04
609,4378,2025-05-24 12:00:00,580.34
610,4379,2025-03-21 20:00:00,4451.53
611,4390,2025-03-03 14:00:00,4499.11
612,4391,2025-06-29 20:00:00,3198.37
613,4394,2025-05-08 17:00:00,2645.33
614,4400,2025-12-22 20:00:00,592.84
615,4408,2025-09-08 03:00:00,2323.62
616,4409,2025-05-31 16:00:00,2164.28
617,4412,2025-03-11 11:00:00,210.58
