event_id,user_id,event_name,event_time
86,26,app_open,2025-07-09 00:00:00
87,27,app_open,2025-09-10 00:00:00
88,27,search,2025-09-10 10:00:00
89,27,add_to_cart,2025-09-10 12:00:00
90,27,purchase,2025-09-11 10:00:00
91,27,app_open,2025-10-19 00:00:00
92,27,app_open,2026-02-22 00:00:00
93,28,app_open,2025-08-28 00:00:00
94,28,search,2025-08-28 15:00:00
95,28,add_to_cart,2025-08-29 00:00:00
96,28,app_open,2025-09-25 00:00:00
97,28,app_open,2025-11-01 00:00:00
98,29,app_open,2025-12-11 00:00:00
99,29,search,2025-12-12 20:00:00
100,29,add_to_cart,2025-12-13 04:00:00
101,29,app_open,2026-02-02 00:00:00
102,29,app_open,2026-02-15 00:00:00
103,30,app_open,2025-02-19 00:00:00
104,30,search,2025-02-20 06:00:00
105,30,app_open,2025-03-23 00:00:00
106,30,app_open,2025-04-19 00:00:00
107,30,app_open,2025-08-13 00:00:00
108,31,app_open,2025-03-05 00:00:00
109,31,search,2025-03-06 17:00:00
110,31,app_open,2025-04-19 00:00:00
111,31,app_open,2025-05-08 00:00:00
112,32,app_open,2025-06-22 00:00:00
113,32,search,2025-06-23 04:00:00
114,32,app_open,2025-08-20 00:00:00
115,32,app_open,2025-10-01 00:00:00
116,33,app_open,2025-07-09 00:00:00
117,33,search,2025-07-09 07:00:00
118,33,add_to_cart,2025-07-10 05:00:00
119,33,purchase,2025-07-10 20:00:00
120,33,app_open,2025-08-13 00:00:00
121,34,app_open,2025-10-01 00:00:00
122,35,app_open,2025-07-15 00:00:00
123,36,app_open,2025-06-26 00:00:00
124,37,app_open,2025-02-26 00:00:00
125,37,app_open,2025-04-11 00:00:00
126,37,app_open,2025-04-21 00:00:00
127,38,app_open,2026-01-01 00:00:00
128,38,search,2026-01-02 20:00:00
129,38,app_open,2026-02-26 00:00:00
130,38,app_open,2026-04-10 00:00:00
131,39,app_open,2025-02-27 00:00:00
132,39,search,2025-02-28 10:00:00
133,39,app_open,2025-04-03 00:00:00
134,40,app_open,2025-09-01 00:00:00
135,40,app_open,2025-12-17 00:00:00
136,41,app_open,2025-11-17 00:00:00
137,41,app_open,2026-01-31 00:00:00
138,42,app_open,2025-05-11 00:00:00
139,42,app_open,2025-09-01 00:00:00
140,43,app_open,2025-11-03 00:00:00
141,43,search,2025-11-04 23:00:00
142,43,app_open,2025-12-22 00:00:00
143,43,app_open,2026-01-20 00:00:00
144,43,app_open,2026-03-30 00:00:00
145,44,app_open,2025-05-16 00:00:00
146,44,app_open,2025-06-20 00:00:00
147,45,app_open,2025-01-25 00:00:00
148,46,app_open,2025-11-25 00:00:00
149,46,search,2025-11-26 05:00:00
150,46,app_open,2026-04-11 00:00:00
151,47,app_open,2025-06-18 00:00:00
152,48,app_open,2025-10-03 00:00:00
153,49,app_open,2025-04-04 00:00:00
154,49,app_open,2025-05-31 00:00:00
155,50,app_open,2025-11-13 00:00:00
156,50,search,2025-11-13 14:00:00
157,51,app_open,2025-01-20 00:00:00
158,51,search,2025-01-21 16:00:00
159,51,add_to_cart,2025-01-22 12:00:00
160,51,app_open,2025-03-11 00:00:00
161,51,app_open,2025-05-20 00:00:00
162,52,app_open,2025-08-31 00:00:00
163,52,search,2025-09-01 06:00:00
164,52,add_to_cart,2025-09-01 17:00:00
165,52,purchase,2025-09-02 15:00:00
166,53,app_open,2025-09-27 00:00:00
167,53,search,2025-09-28 01:00:00
168,53,app_open,2025-10-27 00:00:00
169,53,app_open,2026-02-08 00:00:00
170,54,app_open,2025-12-14 00:00:00
171,54,search,2025-12-15 05:00:00
172,54,app_open,2026-01-25 00:00:00
173,54,app_open,2026-04-03 00:00:00
174,55,app_open,2025-02-26 00:00:00
175,55,search,2025-02-27 12:00:00
176,55,app_open,2025-04-22 00:00:00
177,56,app_open,2025-12-11 00:00:00
178,56,search,2025-12-12 02:00:00
179,56,add_to_cart,2025-12-12 20:00:00
180,56,app_open,2026-01-08 00:00:00
181,56,app_open,2026-04-10 00:00:00
182,57,app_open,2025-04-02 00:00:00
183,57,search,2025-04-02 01:00:00
184,57,app_open,2025-05-27 00:00:00
185,58,app_open,2025-09-27 00:00:00
186,58,search,2025-09-28 08:00:00
187,59,app_open,2025-02-05 00:00:00
188,59,search,2025-02-05 12:00:00
189,59,app_open,2025-04-19 00:00:00
190,60,app_open,2025-07-25 00:00:00
191,60,search,2025-07-26 19:00:00
192,61,app_open,2025-03-27 00:00:00
193,61,app_open,2025-05-03 00:00:00
194,62,app_open,2025-02-25 00:00:00
195,62,app_open,2025-04-19 00:00:00
196,63,app_open,2025-12-30 00:00:00
197,63,app_open,2026-04-21 00:00:00
198,64,app_open,2025-01-02 00:00:00
199,64,search,2025-01-02 17:00:00
200,65,app_open,2025-02-24 00:00:00
201,65,search,2025-02-25 07:00:00
202,65,add_to_cart,2025-02-25 19:00:00
203,65,app_open,2025-07-19 00:00:00
204,66,app_open,2025-04-17 00:00:00
205,66,app_open,2025-07-13 00:00:00
206,67,app_open,2025-09-18 00:00:00
207,67,search,2025-09-19 05:00:00
208,67,add_to_cart,2025-09-19 19:00:00
209,68,app_open,2025-11-07 00:00:00
210,68,app_open,2026-02-21 00:00:00
211,68,app_open,2026-03-12 00:00:00
212,69,app_open,2025-07-15 00:00:00
213,69,search,2025-07-15 05:00:00
214,69,add_to_cart,2025-07-15 11:00:00
215,69,purchase,2025-07-15 18:00:00
216,69,app_open,2025-08-14 00:00:00
217,69,app_open,2025-09-20 00:00:00
218,70,app_open,2025-08-10 00:00:00
219,70,search,2025-08-10 06:00:00
220,70,app_open,2025-12-28 00:00:00
221,71,app_open,2025-02-17 00:00:00
222,71,app_open,2025-03-26 00:00:00
223,71,app_open,2025-05-19 00:00:00
224,72,app_open,2025-06-16 00:00:00
225,72,search,2025-06-17 20:00:00
226,72,app_open,2025-07-17 00:00:00
227,72,app_open,2025-10-03 00:00:00
228,73,app_open,2025-07-21 00:00:00
229,74,app_open,2025-10-02 00:00:00
230,74,search,2025-10-03 09:00:00
231,74,app_open,2025-11-21 00:00:00
232,74,app_open,2026-01-10 00:00:00
233,75,app_open,2025-12-21 00:00:00
234,75,app_open,2026-01-22 00:00:00
235,76,app_open,2025-11-06 00:00:00
236,76,search,2025-11-07 19:00:00
237,76,add_to_cart,2025-11-08 01:00:00
238,76,purchase,2025-11-08 09:00:00
239,76,app_open,2025-12-17 00:00:00
240,76,app_open,2026-01-27 00:00:00
241,76,app_open,2026-02-04 00:00:00
242,77,app_open,2025-09-30 00:00:00
243,77,app_open,2025-11-10 00:00:00
244,77,app_open,2025-12-19 00:00:00
245,78,app_open,2025-08-07 00:00:00
246,78,search,2025-08-07 05:00:00
247,78,add_to_cart,2025-08-08 01:00:00
248,78,purchase,2025-08-08 16:00:00
249,78,app_open,2025-10-30 00:00:00
250,79,app_open,2025-09-12 00:00:00
251,80,app_open,2025-07-12 00:00:00
252,81,app_open,2025-10-28 00:00:00
253,81,search,2025-10-28 19:00:00
254,82,app_open,2025-08-05 00:00:00
255,82,app_open,2025-09-16 00:00:00
256,83,app_open,2025-07-29 00:00:00
257,83,app_open,2025-11-09 00:00:00
258,83,app_open,2025-11-29 00:00:00
259,84,app_open,2025-08-27 00:00:00
260,84,app_open,2025-10-16 00:00:00
261,85,app_open,2025-12-04 00:00:00
262,85,search,2025-12-05 09:00:00
263,85,app_open,2026-03-02 00:00:00
264,85,app_open,2026-04-21 00:00:00
265,86,app_open,2025-02-27 00:00:00
266,86,search,2025-02-27 11:00:00
267,86,app_open,2025-04-29 00:00:00
268,87,app_open,2025-10-10 00:00:00
269,87,search,2025-10-11 18:00:00
270,87,app_open,2025-11-28 00:00:00
271,88,app_open,2025-08-06 00:00:00
272,88,search,2025-08-07 15:00:00
273,88,app_open,2025-11-11 00:00:00
274,89,app_open,2025-09-15 00:00:00
275,89,app_open,2025-12-24 00:00:00
276,90,app_open,2025-07-13 00:00:00
277,90,search,2025-07-13 16:00:00
278,90,add_to_cart,2025-07-14 06:00:00
279,90,app_open,2025-12-28 00:00:00
280,91,app_open,2025-02-16 00:00:00
281,91,search,2025-02-16 16:00:00
282,91,add_to_cart,2025-02-17 02:00:00
283,92,app_open,2025-06-08 00:00:00
284,92,search,2025-06-08 17:00:00
285,92,app_open,2025-07-19 00:00:00
286,92,app_open,2025-09-15 00:00:00
287,93,app_open,2025-01-21 00:00:00
288,93,search,2025-01-22 15:00:00
289,93,app_open,2025-02-19 00:00:00
290,93,app_open,2025-06-18 00:00:00
291,94,app_open,2025-11-03 00:00:00
292,94,search,2025-11-04 22:00:00
293,94,add_to_cart,2025-11-05 19:00:00
294,95,app_open,2025-03-12 00:00:00
295,95,search,2025-03-13 13:00:00
296,95,app_open,2025-05-28 00:00:00
297,95,app_open,2025-06-06 00:00:00
298,95,app_open,2025-08-11 00:00:00
299,96,app_open,2025-12-12 00:00:00
300,96,search,2025-12-12 12:00:00
301,96,app_open,2026-01-12 00:00:00
302,96,app_open,2026-03-09 00:00:00
303,96,app_open,2026-05-14 00:00:00
304,97,app_open,2025-11-25 00:00:00
305,97,app_open,2026-01-27 00:00:00
306,97,app_open,2026-03-15 00:00:00
307,98,app_open,2025-01-12 00:00:00
308,98,search,2025-01-13 14:00:00
309,98,add_to_cart,2025-01-14 13:00:00
310,98,app_open,2025-02-20 00:00:00
311,98,app_open,2025-03-16 00:00:00
312,99,app_open,2025-12-10 00:00:00
313,99,search,2025-12-10 09:00:00
314,99,app_open,2026-02-05 00:00:00
315,99,app_open,2026-04-04 00:00:00
316,100,app_open,2025-05-12 00:00:00
317,101,app_open,2025-05-22 00:00:00
318,101,search,2025-05-23 20:00:00
319,101,add_to_cart,2025-05-24 18:00:00
320,101,purchase,2025-05-25 06:00:00
321,101,app_open,2025-09-11 00:00:00
322,101,app_open,2025-09-18 00:00:00
323,102,app_open,2025-03-04 00:00:00
324,103,app_open,2025-05-22 00:00:00
325,103,search,2025-05-22 05:00:00
326,103,app_open,2025-09-04 00:00:00
327,104,app_open,2025-03-25 00:00:00
328,104,search,2025-03-25 02:00:00
329,104,add_to_cart,2025-03-26 01:00:00
330,105,app_open,2025-06-12 00:00:00
331,105,search,2025-06-13 20:00:00
332,105,add_to_cart,2025-06-14 01:00:00
333,105,purchase,2025-06-15 00:00:00
334,105,app_open,2025-07-31 00:00:00
335,106,app_open,2025-10-22 00:00:00
336,106,app_open,2025-12-24 00:00:00
337,106,app_open,2026-02-09 00:00:00
338,107,app_open,2025-09-24 00:00:00
339,107,search,2025-09-25 12:00:00
340,107,add_to_cart,2025-09-26 07:00:00
341,107,app_open,2025-11-06 00:00:00
342,108,app_open,2025-08-23 00:00:00
343,109,app_open,2025-02-10 00:00:00
344,110,app_open,2025-01-30 00:00:00
345,110,search,2025-01-30 17:00:00
346,110,app_open,2025-03-17 00:00:00
347,111,app_open,2025-05-18 00:00:00
348,111,search,2025-05-19 00:00:00
349,111,app_open,2025-10-08 00:00:00
350,112,app_open,2025-07-20 00:00:00
351,112,search,2025-07-20 11:00:00
352,113,app_open,2025-11-25 00:00:00
353,113,search,2025-11-25 11:00:00
354,113,app_open,2026-03-12 00:00:00
355,114,app_open,2025-09-28 00:00:00
356,114,search,2025-09-28 06:00:00
357,114,app_open,2025-11-04 00:00:00
358,115,app_open,2025-02-05 00:00:00
359,115,app_open,2025-04-27 00:00:00
360,116,app_open,2025-02-17 00:00:00
361,116,search,2025-02-17 13:00:00
362,116,add_to_cart,2025-02-17 23:00:00
363,116,app_open,2025-04-12 00:00:00
364,116,app_open,2025-05-27 00:00:00
365,117,app_open,2025-03-03 00:00:00
366,117,app_open,2025-07-30 00:00:00
367,118,app_open,2025-08-09 00:00:00
368,118,search,2025-08-09 20:00:00
369,119,app_open,2025-10-24 00:00:00
370,119,search,2025-10-25 20:00:00
371,119,app_open,2025-12-21 00:00:00
372,120,app_open,2025-04-09 00:00:00
373,120,app_open,2025-05-20 00:00:00
374,120,app_open,2025-07-29 00:00:00
375,121,app_open,2025-06-27 00:00:00
376,121,search,2025-06-28 09:00:00
377,121,app_open,2025-10-29 00:00:00
378,122,app_open,2025-12-27 00:00:00
379,123,app_open,2025-08-02 00:00:00
380,123,search,2025-08-02 23:00:00
381,123,add_to_cart,2025-08-03 09:00:00
382,123,purchase,2025-08-03 11:00:00
383,123,app_open,2025-10-25 00:00:00
384,123,app_open,2025-11-09 00:00:00
385,124,app_open,2025-02-08 00:00:00
386,124,search,2025-02-08 16:00:00
387,124,app_open,2025-04-05 00:00:00
388,125,app_open,2025-08-16 00:00:00
389,125,search,2025-08-17 05:00:00
390,125,app_open,2025-12-09 00:00:00
391,126,app_open,2025-04-14 00:00:00
392,126,search,2025-04-15 16:00:00
393,126,add_to_cart,2025-04-15 22:00:00
394,126,purchase,2025-04-16 15:00:00
395,126,app_open,2025-08-27 00:00:00
396,127,app_open,2025-05-13 00:00:00
397,127,search,2025-05-14 17:00:00
398,127,app_open,2025-09-27 00:00:00
399,128,app_open,2025-09-15 00:00:00
400,128,search,2025-09-16 09:00:00
401,128,add_to_cart,2025-09-17 07:00:00
402,128,app_open,2025-12-04 00:00:00
403,129,app_open,2025-01-07 00:00:00
404,129,search,2025-01-08 08:00:00
405,129,app_open,2025-03-08 00:00:00
406,130,app_open,2025-08-12 00:00:00
407,130,search,2025-08-13 07:00:00
408,130,add_to_cart,2025-08-13 11:00:00
409,130,app_open,2025-09-07 00:00:00
410,130,app_open,2025-11-13 00:00:00
411,131,app_open,2025-09-17 00:00:00
412,131,app_open,2025-11-28 00:00:00
413,131,app_open,2025-12-14 00:00:00
414,132,app_open,2025-12-26 00:00:00
415,132,search,2025-12-27 12:00:00
416,132,add_to_cart,2025-12-27 19:00:00
417,132,app_open,2026-02-10 00:00:00
418,132,app_open,2026-05-18 00:00:00
419,133,app_open,2025-10-11 00:00:00
420,133,search,2025-10-12 07:00:00
421,134,app_open,2025-07-26 00:00:00
422,134,search,2025-07-27 15:00:00
423,135,app_open,2025-01-15 00:00:00
424,135,search,2025-01-15 08:00:00
425,135,app_open,2025-03-03 00:00:00
426,135,app_open,2025-03-27 00:00:00
427,136,app_open,2025-12-13 00:00:00
428,136,search,2025-12-14 12:00:00
429,136,app_open,2026-01-16 00:00:00
430,136,app_open,2026-02-18 00:00:00
431,136,app_open,2026-04-07 00:00:00
432,137,app_open,2025-02-17 00:00:00
433,137,search,2025-02-18 13:00:00
434,137,add_to_cart,2025-02-19 02:00:00
435,137,app_open,2025-05-13 00:00:00
436,138,app_open,2025-06-29 00:00:00
437,138,search,2025-06-30 18:00:00
438,138,app_open,2025-07-28 00:00:00
439,138,app_open,2025-10-19 00:00:00
440,139,app_open,2025-03-06 00:00:00
441,139,search,2025-03-07 09:00:00
442,139,app_open,2025-04-12 00:00:00
443,139,app_open,2025-05-30 00:00:00
444,139,app_open,2025-07-13 00:00:00
445,140,app_open,2025-12-19 00:00:00
446,140,search,2025-12-20 23:00:00
447,140,add_to_cart,2025-12-21 19:00:00
448,141,app_open,2025-08-20 00:00:00
449,142,app_open,2025-09-04 00:00:00
450,142,app_open,2025-09-29 00:00:00
451,142,app_open,2025-11-25 00:00:00
452,143,app_open,2025-02-23 00:00:00
453,143,app_open,2025-04-04 00:00:00
454,144,app_open,2025-04-07 00:00:00
455,144,search,2025-04-08 01:00:00
456,144,add_to_cart,2025-04-08 11:00:00
457,144,purchase,2025-04-08 21:00:00
458,144,app_open,2025-05-12 00:00:00
459,144,app_open,2025-06-18 00:00:00
460,145,app_open,2025-08-15 00:00:00
461,145,search,2025-08-16 06:00:00
462,145,add_to_cart,2025-08-17 01:00:00
463,145,app_open,2025-09-30 00:00:00
464,146,app_open,2025-08-19 00:00:00
465,147,app_open,2025-08-26 00:00:00
466,147,app_open,2026-01-18 00:00:00
467,147,app_open,2026-02-20 00:00:00
468,148,app_open,2025-05-24 00:00:00
469,148,search,2025-05-25 13:00:00
470,148,add_to_cart,2025-05-25 23:00:00
471,149,app_open,2025-06-24 00:00:00
472,149,search,2025-06-24 20:00:00
473,149,app_open,2025-07-22 00:00:00
474,150,app_open,2025-02-01 00:00:00
475,150,search,2025-02-01 01:00:00
476,150,add_to_cart,2025-02-01 18:00:00
477,150,app_open,2025-03-14 00:00:00
478,151,app_open,2025-02-05 00:00:00
479,151,app_open,2025-04-18 00:00:00
480,151,app_open,2025-05-24 00:00:00
481,151,app_open,2025-06-08 00:00:00
482,151,app_open,2025-07-14 00:00:00
483,152,app_open,2025-01-13 00:00:00
484,152,search,2025-01-13 12:00:00
485,152,app_open,2025-03-11 00:00:00
486,152,app_open,2025-07-07 00:00:00
487,153,app_open,2025-06-14 00:00:00
488,153,search,2025-06-14 16:00:00
489,153,app_open,2025-07-26 00:00:00
490,154,app_open,2025-11-29 00:00:00
491,154,app_open,2025-12-26 00:00:00
492,154,app_open,2026-02-05 00:00:00
493,155,app_open,2025-07-07 00:00:00
494,155,search,2025-07-07 09:00:00
495,155,app_open,2025-10-11 00:00:00
496,156,app_open,2025-09-06 00:00:00
497,156,search,2025-09-07 04:00:00
498,156,add_to_cart,2025-09-07 06:00:00
499,156,purchase,2025-09-08 02:00:00
500,156,app_open,2025-10-06 00:00:00
501,156,app_open,2025-12-18 00:00:00
502,157,app_open,2025-04-02 00:00:00
503,157,app_open,2025-09-23 00:00:00
504,158,app_open,2025-10-16 00:00:00
505,158,search,2025-10-16 07:00:00
506,159,app_open,2025-03-08 00:00:00
507,159,app_open,2025-07-23 00:00:00
508,160,app_open,2025-06-24 00:00:00
509,160,app_open,2025-10-06 00:00:00
510,160,app_open,2025-10-27 00:00:00
511,161,app_open,2025-02-15 00:00:00
512,161,search,2025-02-16 07:00:00
513,161,app_open,2025-04-30 00:00:00
514,161,app_open,2025-05-26 00:00:00
515,162,app_open,2025-03-05 00:00:00
516,162,search,2025-03-06 01:00:00
517,162,app_open,2025-06-26 00:00:00
518,163,app_open,2025-05-19 00:00:00
519,163,search,2025-05-20 15:00:00
520,163,add_to_cart,2025-05-21 11:00:00
521,163,purchase,2025-05-21 18:00:00
522,163,app_open,2025-06-15 00:00:00
523,164,app_open,2025-10-15 00:00:00
524,164,search,2025-10-16 00:00:00
525,164,add_to_cart,2025-10-16 19:00:00
526,164,purchase,2025-10-17 09:00:00
527,165,app_open,2025-01-30 00:00:00
528,166,app_open,2025-04-23 00:00:00
529,166,search,2025-04-23 16:00:00
530,166,app_open,2025-05-20 00:00:00
531,167,app_open,2025-02-19 00:00:00
532,167,app_open,2025-04-03 00:00:00
533,167,app_open,2025-05-19 00:00:00
534,168,app_open,2025-12-10 00:00:00
535,168,search,2025-12-10 23:00:00
536,168,app_open,2026-03-31 00:00:00
537,169,app_open,2025-10-17 00:00:00
538,169,search,2025-10-17 14:00:00
539,169,add_to_cart,2025-10-18 01:00:00
540,169,purchase,2025-10-18 11:00:00
541,169,app_open,2025-11-20 00:00:00
542,170,app_open,2025-12-01 00:00:00
543,170,app_open,2026-02-16 00:00:00
544,171,app_open,2025-05-12 00:00:00
545,171,search,2025-05-12 05:00:00
546,171,add_to_cart,2025-05-12 07:00:00
547,171,app_open,2025-06-17 00:00:00
548,171,app_open,2025-07-09 00:00:00
549,172,app_open,2025-12-19 00:00:00
550,172,search,2025-12-20 21:00:00
551,172,add_to_cart,2025-12-21 14:00:00
552,172,app_open,2026-03-22 00:00:00
553,173,app_open,2025-08-20 00:00:00
554,173,search,2025-08-21 21:00:00
555,173,app_open,2026-01-19 00:00:00
556,174,app_open,2025-07-14 00:00:00
557,174,search,2025-07-15 00:00:00
558,174,add_to_cart,2025-07-15 14:00:00
559,174,app_open,2025-08-11 00:00:00
560,174,app_open,2025-10-21 00:00:00
561,175,app_open,2025-08-14 00:00:00
562,176,app_open,2025-10-14 00:00:00
563,176,app_open,2025-11-30 00:00:00
564,177,app_open,2025-05-03 00:00:00
565,177,search,2025-05-04 20:00:00
566,178,app_open,2025-04-26 00:00:00
567,178,search,2025-04-26 20:00:00
568,178,add_to_cart,2025-04-27 07:00:00
569,178,purchase,2025-04-27 11:00:00
570,178,app_open,2025-06-05 00:00:00
571,178,app_open,2025-07-23 00:00:00
572,179,app_open,2025-08-23 00:00:00
573,179,search,2025-08-23 01:00:00
574,179,add_to_cart,2025-08-23 04:00:00
575,179,app_open,2025-11-08 00:00:00
576,180,app_open,2025-09-16 00:00:00
577,180,app_open,2025-10-17 00:00:00
578,180,app_open,2025-12-13 00:00:00
579,180,app_open,2026-03-05 00:00:00
580,181,app_open,2025-12-25 00:00:00
581,181,app_open,2026-05-17 00:00:00
582,182,app_open,2025-07-21 00:00:00
583,183,app_open,2025-05-23 00:00:00
584,183,search,2025-05-23 18:00:00
585,184,app_open,2025-11-16 00:00:00
586,184,search,2025-11-17 04:00:00
587,184,add_to_cart,2025-11-17 23:00:00
588,184,app_open,2026-03-30 00:00:00
589,185,app_open,2025-06-19 00:00:00
590,186,app_open,2025-08-19 00:00:00
591,186,search,2025-08-20 02:00:00
592,186,app_open,2026-02-06 00:00:00
593,187,app_open,2025-11-03 00:00:00
594,187,search,2025-11-04 05:00:00
595,187,add_to_cart,2025-11-04 23:00:00
596,187,purchase,2025-11-05 06:00:00
597,187,app_open,2026-01-10 00:00:00
598,187,app_open,2026-04-15 00:00:00
599,188,app_open,2025-08-23 00:00:00
600,188,search,2025-08-24 21:00:00
601,188,app_open,2025-12-02 00:00:00
602,189,app_open,2025-06-27 00:00:00
603,189,search,2025-06-27 19:00:00
604,189,app_open,2025-08-15 00:00:00
605,189,app_open,2025-11-02 00:00:00
606,190,app_open,2025-06-03 00:00:00
607,190,app_open,2025-07-14 00:00:00
608,191,app_open,2025-11-16 00:00:00
609,191,search,2025-11-16 23:00:00
610,191,app_open,2026-01-11 00:00:00
611,191,app_open,2026-03-05 00:00:00
612,192,app_open,2025-06-11 00:00:00
613,192,app_open,2025-07-12 00:00:00
614,193,app_open,2025-04-08 00:00:00
615,193,search,2025-04-09 09:00:00
616,193,add_to_cart,2025-04-10 06:00:00
617,193,app_open,2025-06-13 00:00:00
618,193,app_open,2025-07-06 00:00:00
619,194,app_open,2025-08-22 00:00:00
620,194,search,2025-08-22 09:00:00
621,195,app_open,2025-06-30 00:00:00
622,195,search,2025-06-30 11:00:00
623,195,add_to_cart,2025-07-01 06:00:00
624,195,app_open,2025-07-29 00:00:00
625,195,app_open,2025-09-29 00:00:00
626,196,app_open,2025-04-25 00:00:00
627,196,app_open,2025-06-02 00:00:00
628,197,app_open,2025-11-16 00:00:00
629,197,search,2025-11-17 23:00:00
630,197,app_open,2026-03-14 00:00:00
631,198,app_open,2025-02-22 00:00:00
632,198,search,2025-02-23 22:00:00
633,198,add_to_cart,2025-02-24 06:00:00
634,199,app_open,2025-09-27 00:00:00
635,199,search,2025-09-28 08:00:00
636,199,add_to_cart,2025-09-29 06:00:00
637,199,app_open,2025-11-13 00:00:00
638,200,app_open,2025-10-26 00:00:00
639,200,search,2025-10-27 04:00:00
640,200,add_to_cart,2025-10-27 15:00:00
641,200,purchase,2025-10-28 07:00:00
642,200,app_open,2025-11-22 00:00:00
643,200,app_open,2026-03-06 00:00:00
644,201,app_open,2025-04-28 00:00:00
645,201,app_open,2025-05-25 00:00:00
646,201,app_open,2025-06-25 00:00:00
647,202,app_open,2025-04-15 00:00:00
648,202,search,2025-04-15 10:00:00
649,202,add_to_cart,2025-04-16 08:00:00
650,203,app_open,2025-04-26 00:00:00
651,203,search,2025-04-26 19:00:00
652,203,app_open,2025-06-16 00:00:00
653,203,app_open,2025-07-20 00:00:00
654,204,app_open,2025-03-23 00:00:00
655,204,app_open,2025-05-14 00:00:00
656,205,app_open,2025-07-12 00:00:00
657,205,search,2025-07-13 11:00:00
658,205,add_to_cart,2025-07-13 18:00:00
659,205,app_open,2025-09-01 00:00:00
660,206,app_open,2025-04-24 00:00:00
661,206,search,2025-04-25 11:00:00
662,207,app_open,2025-01-04 00:00:00
663,207,search,2025-01-05 20:00:00
664,207,add_to_cart,2025-01-06 07:00:00
665,207,purchase,2025-01-06 16:00:00
666,207,app_open,2025-02-22 00:00:00
667,208,app_open,2025-05-16 00:00:00
668,208,search,2025-05-17 16:00:00
669,208,add_to_cart,2025-05-17 23:00:00
